#ItemId,Category,Price,StackMax,Rank,Name,Subcategory,Level,Jobs,CrestSlots,Quality,Gender
22171,2,0,99,1,Dark Force 70,124,,,,,
22172,2,0,99,1,Dark Force 75,124,,,,,
22173,2,0,99,1,Dark Force 80,124,,,,,
22174,2,0,99,1,Dark Force 85,124,,,,,
22175,2,0,99,1,Dark Force 90,124,,,,,
22176,2,0,99,1,Dark Force 95,124,,,,,
22177,2,0,99,1,Dark Force 100,124,,,,,
22178,2,0,99,1,Golden +5,124,,,,,
22179,2,0,99,1,Golden +10,124,,,,,
22180,2,0,99,1,Golden +15,124,,,,,
22181,2,0,99,1,Golden +20,124,,,,,
22182,2,0,99,1,Golden +25,124,,,,,
22183,2,0,99,1,Golden +30,124,,,,,
22184,2,0,99,1,Golden +35,124,,,,,
22185,2,0,99,1,Golden +40,124,,,,,
22186,2,0,99,1,Golden +45,124,,,,,
22187,2,0,99,1,Golden +50,124,,,,,
22188,2,0,99,1,Golden +55,124,,,,,
22189,2,0,99,1,Golden +60,124,,,,,
22190,2,0,99,1,Golden +65,124,,,,,
22191,2,0,99,1,Golden +70,124,,,,,
22192,2,0,99,1,Golden +75,124,,,,,
22193,2,0,99,1,Golden +80,124,,,,,
22194,2,0,99,1,Golden +85,124,,,,,
22195,2,0,99,1,Golden +90,124,,,,,
22196,2,0,99,1,Golden +95,124,,,,,
22197,2,0,99,1,Golden +100,124,,,,,
22198,2,0,99,1,Sleep +5,124,,,,,
22199,2,0,99,1,Sleep +10,124,,,,,
22200,2,0,99,1,Sleep +15,124,,,,,
22201,2,0,99,1,Sleep +20,124,,,,,
22202,2,0,99,1,Sleep +25,124,,,,,
22203,2,0,99,1,Sleep +30,124,,,,,
22204,2,0,99,1,Sleep +35,124,,,,,
22205,2,0,99,1,Sleep +40,124,,,,,
22206,2,0,99,1,Sleep +45,124,,,,,
22207,2,0,99,1,Sleep +50,124,,,,,
22208,2,0,99,1,Sleep +55,124,,,,,
22209,2,0,99,1,Sleep +60,124,,,,,
22210,2,0,99,1,Sleep +65,124,,,,,
22211,2,0,99,1,Sleep +70,124,,,,,
22212,2,0,99,1,Sleep +75,124,,,,,
22213,2,0,99,1,Sleep +80,124,,,,,
22214,2,0,99,1,Sleep +85,124,,,,,
22215,2,0,99,1,Sleep +90,124,,,,,
22216,2,0,99,1,Sleep +95,124,,,,,
22217,2,0,99,1,Sleep +100,124,,,,,
22218,2,0,99,1,Petrification +5,124,,,,,
22219,2,0,99,1,Petrification +10,124,,,,,
22220,2,0,99,1,Petrification +15,124,,,,,
22221,2,0,99,1,Petrification +20,124,,,,,
22222,2,0,99,1,Petrification +25,124,,,,,
22223,2,0,99,1,Petrification +30,124,,,,,
22224,2,0,99,1,Petrification +35,124,,,,,
22225,2,0,99,1,Petrification +40,124,,,,,
22226,2,0,99,1,Petrification +45,124,,,,,
22227,2,0,99,1,Petrification +50,124,,,,,
22228,2,0,99,1,Petrification +55,124,,,,,
22229,2,0,99,1,Petrification +60,124,,,,,
22230,2,0,99,1,Petrification +65,124,,,,,
22231,2,0,99,1,Petrification +70,124,,,,,
22232,2,0,99,1,Petrification +75,124,,,,,
22233,2,0,99,1,Petrification +80,124,,,,,
22234,2,0,99,1,Petrification +85,124,,,,,
22235,2,0,99,1,Petrification +90,124,,,,,
22236,2,0,99,1,Petrification +95,124,,,,,
22237,2,0,99,1,Petrification +100,124,,,,,
22238,2,0,99,1,Slow +5,124,,,,,
22239,2,0,99,1,Slow +10,124,,,,,
22240,2,0,99,1,Slow +15,124,,,,,
22241,2,0,99,1,Slow +20,124,,,,,
22242,2,0,99,1,Slow +25,124,,,,,
22243,2,0,99,1,Slow +30,124,,,,,
22244,2,0,99,1,Slow +35,124,,,,,
22245,2,0,99,1,Slow +40,124,,,,,
22246,2,0,99,1,Slow +45,124,,,,,
22247,2,0,99,1,Slow +50,124,,,,,
22248,2,0,99,1,Slow +55,124,,,,,
22249,2,0,99,1,Slow +60,124,,,,,
22250,2,0,99,1,Slow +65,124,,,,,
22251,2,0,99,1,Slow +70,124,,,,,
22252,2,0,99,1,Slow +75,124,,,,,
22253,2,0,99,1,Slow +80,124,,,,,
22254,2,0,99,1,Slow +85,124,,,,,
22255,2,0,99,1,Slow +90,124,,,,,
22256,2,0,99,1,Slow +95,124,,,,,
22257,2,0,99,1,Slow +100,124,,,,,
22258,2,0,99,1,Softened +5,124,,,,,
22259,2,0,99,1,Softened +10,124,,,,,
22260,2,0,99,1,Softened +15,124,,,,,
22261,2,0,99,1,Softened +20,124,,,,,
22262,2,0,99,1,Softened +25,124,,,,,
22263,2,0,99,1,Softened +30,124,,,,,
22264,2,0,99,1,Softened +35,124,,,,,
22265,2,0,99,1,Softened +40,124,,,,,
22266,2,0,99,1,Softened +45,124,,,,,
22267,2,0,99,1,Softened +50,124,,,,,
22268,2,0,99,1,Softened +55,124,,,,,
22269,2,0,99,1,Softened +60,124,,,,,
22270,2,0,99,1,Softened +65,124,,,,,
22271,2,0,99,1,Softened +70,124,,,,,
22272,2,0,99,1,Softened +75,124,,,,,
22273,2,0,99,1,Softened +80,124,,,,,
22274,2,0,99,1,Softened +85,124,,,,,
22275,2,0,99,1,Softened +90,124,,,,,
22276,2,0,99,1,Softened +95,124,,,,,
22277,2,0,99,1,Softened +100,124,,,,,
22278,2,0,99,1,Physical Atk. Down +5,124,,,,,
22279,2,0,99,1,Physical Atk. Down +10,124,,,,,
22280,2,0,99,1,Physical Atk. Down +15,124,,,,,
22281,2,0,99,1,Physical Atk. Down +20,124,,,,,
22282,2,0,99,1,Physical Atk. Down +25,124,,,,,
22283,2,0,99,1,Physical Atk. Down +30,124,,,,,
22284,2,0,99,1,Physical Atk. Down +35,124,,,,,
22285,2,0,99,1,Physical Atk. Down +40,124,,,,,
22286,2,0,99,1,Physical Atk. Down +45,124,,,,,
22287,2,0,99,1,Physical Atk. Down +50,124,,,,,
22288,2,0,99,1,Physical Atk. Down +55,124,,,,,
22289,2,0,99,1,Physical Atk. Down +60,124,,,,,
22290,2,0,99,1,Physical Atk. Down +65,124,,,,,
22291,2,0,99,1,Physical Atk. Down +70,124,,,,,
22292,2,0,99,1,Physical Atk. Down +75,124,,,,,
22293,2,0,99,1,Physical Atk. Down +80,124,,,,,
22294,2,0,99,1,Physical Atk. Down +85,124,,,,,
22295,2,0,99,1,Physical Atk. Down +90,124,,,,,
22296,2,0,99,1,Physical Atk. Down +95,124,,,,,
22297,2,0,99,1,Physical Atk. Down +100,124,,,,,
22298,2,0,99,1,Magick Atk. Down +5,124,,,,,
22299,2,0,99,1,Magick Atk. Down +10,124,,,,,
22300,2,0,99,1,Magick Atk. Down +15,124,,,,,
22301,2,0,99,1,Magick Atk. Down +20,124,,,,,
22302,2,0,99,1,Magick Atk. Down +25,124,,,,,
22303,2,0,99,1,Magick Atk. Down +30,124,,,,,
22304,2,0,99,1,Magick Atk. Down +35,124,,,,,
22305,2,0,99,1,Magick Atk. Down +40,124,,,,,
22306,2,0,99,1,Magick Atk. Down +45,124,,,,,
22307,2,0,99,1,Magick Atk. Down +50,124,,,,,
22308,2,0,99,1,Magick Atk. Down +55,124,,,,,
22309,2,0,99,1,Magick Atk. Down +60,124,,,,,
22310,2,0,99,1,Magick Atk. Down +65,124,,,,,
22311,2,0,99,1,Magick Atk. Down +70,124,,,,,
22312,2,0,99,1,Magick Atk. Down +75,124,,,,,
22313,2,0,99,1,Magick Atk. Down +80,124,,,,,
22314,2,0,99,1,Magick Atk. Down +85,124,,,,,
22315,2,0,99,1,Magick Atk. Down +90,124,,,,,
22316,2,0,99,1,Magick Atk. Down +95,124,,,,,
22317,2,0,99,1,Magick Atk. Down +100,124,,,,,
22318,2,0,99,1,Physical Def. Down +5,124,,,,,
22319,2,0,99,1,Physical Def. Down +10,124,,,,,
22320,2,0,99,1,Physical Def. Down +15,124,,,,,
22321,2,0,99,1,Physical Def. Down +20,124,,,,,
22322,2,0,99,1,Physical Def. Down +25,124,,,,,
22323,2,0,99,1,Physical Def. Down +30,124,,,,,
22324,2,0,99,1,Physical Def. Down +35,124,,,,,
22325,2,0,99,1,Physical Def. Down +40,124,,,,,
22326,2,0,99,1,Physical Def. Down +45,124,,,,,
22327,2,0,99,1,Physical Def. Down +50,124,,,,,
22328,2,0,99,1,Physical Def. Down +55,124,,,,,
22329,2,0,99,1,Physical Def. Down +60,124,,,,,
22330,2,0,99,1,Physical Def. Down +65,124,,,,,
22331,2,0,99,1,Physical Def. Down +70,124,,,,,
22332,2,0,99,1,Physical Def. Down +75,124,,,,,
22333,2,0,99,1,Physical Def. Down +80,124,,,,,
22334,2,0,99,1,Physical Def. Down +85,124,,,,,
22335,2,0,99,1,Physical Def. Down +90,124,,,,,
22336,2,0,99,1,Physical Def. Down +95,124,,,,,
22337,2,0,99,1,Physical Def. Down +100,124,,,,,
22338,2,0,99,1,Magick Def. Down +5,124,,,,,
22339,2,0,99,1,Magick Def. Down +10,124,,,,,
22340,2,0,99,1,Magick Def. Down +15,124,,,,,
22341,2,0,99,1,Magick Def. Down +20,124,,,,,
22342,2,0,99,1,Magick Def. Down +25,124,,,,,
22343,2,0,99,1,Magick Def. Down +30,124,,,,,
22344,2,0,99,1,Magick Def. Down +35,124,,,,,
22345,2,0,99,1,Magick Def. Down +40,124,,,,,
22346,2,0,99,1,Magick Def. Down +45,124,,,,,
22347,2,0,99,1,Magick Def. Down +50,124,,,,,
22348,2,0,99,1,Magick Def. Down +55,124,,,,,
22349,2,0,99,1,Magick Def. Down +60,124,,,,,
22350,2,0,99,1,Magick Def. Down +65,124,,,,,
22351,2,0,99,1,Magick Def. Down +70,124,,,,,
22352,2,0,99,1,Magick Def. Down +75,124,,,,,
22353,2,0,99,1,Magick Def. Down +80,124,,,,,
22354,2,0,99,1,Magick Def. Down +85,124,,,,,
22355,2,0,99,1,Magick Def. Down +90,124,,,,,
22356,2,0,99,1,Magick Def. Down +95,124,,,,,
22357,2,0,99,1,Magick Def. Down +100,124,,,,,
22358,2,0,99,1,Demihuman Slayer +9,124,,,,,
22359,2,0,99,1,Demihuman Slayer +12,124,,,,,
22360,2,0,99,1,Demihuman Slayer +15,124,,,,,
22361,2,0,99,1,Demihuman Slayer +18,124,,,,,
22362,2,0,99,1,Demihuman Slayer +21,124,,,,,
22363,2,0,99,1,Demihuman Slayer +24,124,,,,,
22364,2,0,99,1,Demihuman Slayer +27,124,,,,,
22365,2,0,99,1,Demihuman Slayer +30,124,,,,,
22366,2,0,99,1,Demihuman Slayer +33,124,,,,,
22367,2,0,99,1,Demihuman Slayer +36,124,,,,,
22368,2,0,99,1,Demihuman Slayer +39,124,,,,,
22369,2,0,99,1,Demihuman Slayer +42,124,,,,,
22370,2,0,99,1,Demihuman Slayer +45,124,,,,,
22371,2,0,99,1,Demihuman Slayer +48,124,,,,,
22372,2,0,99,1,Demihuman Slayer +51,124,,,,,
22373,2,0,99,1,Demihuman Slayer +54,124,,,,,
22374,2,0,99,1,Demihuman Slayer +57,124,,,,,
22375,2,0,99,1,Demihuman Slayer +60,124,,,,,
22376,2,0,99,1,Demihuman Slayer +63,124,,,,,
22377,2,0,99,1,Demihuman Slayer +66,124,,,,,
22378,2,0,99,1,Demihuman Slayer +69,124,,,,,
22379,2,0,99,1,Demihuman Slayer +72,124,,,,,
22380,2,0,99,1,Demihuman Slayer +75,124,,,,,
22381,2,0,99,1,Demihuman Slayer +78,124,,,,,
22382,2,0,99,1,Demihuman Slayer +81,124,,,,,
22383,2,0,99,1,Demihuman Slayer +84,124,,,,,
22384,2,0,99,1,Demihuman Slayer +87,124,,,,,
22385,2,0,99,1,Demihuman Slayer +90,124,,,,,
22386,2,0,99,1,Skeleton Slayer +9,124,,,,,
22387,2,0,99,1,Skeleton Slayer +12,124,,,,,
22388,2,0,99,1,Skeleton Slayer +15,124,,,,,
22389,2,0,99,1,Skeleton Slayer +18,124,,,,,
22390,2,0,99,1,Skeleton Slayer +21,124,,,,,
22391,2,0,99,1,Skeleton Slayer +24,124,,,,,
22392,2,0,99,1,Skeleton Slayer +27,124,,,,,
22393,2,0,99,1,Skeleton Slayer +30,124,,,,,
22394,2,0,99,1,Skeleton Slayer +33,124,,,,,
22395,2,0,99,1,Skeleton Slayer +36,124,,,,,
22396,2,0,99,1,Skeleton Slayer +39,124,,,,,
22397,2,0,99,1,Skeleton Slayer +42,124,,,,,
22398,2,0,99,1,Skeleton Slayer +45,124,,,,,
22399,2,0,99,1,Skeleton Slayer +48,124,,,,,
22400,2,0,99,1,Skeleton Slayer +51,124,,,,,
22401,2,0,99,1,Skeleton Slayer +54,124,,,,,
22402,2,0,99,1,Skeleton Slayer +57,124,,,,,
22403,2,0,99,1,Skeleton Slayer +60,124,,,,,
22404,2,0,99,1,Skeleton Slayer +63,124,,,,,
22405,2,0,99,1,Skeleton Slayer +66,124,,,,,
22406,2,0,99,1,Skeleton Slayer +69,124,,,,,
22407,2,0,99,1,Skeleton Slayer +72,124,,,,,
22408,2,0,99,1,Skeleton Slayer +75,124,,,,,
22409,2,0,99,1,Skeleton Slayer +78,124,,,,,
22410,2,0,99,1,Skeleton Slayer +81,124,,,,,
22411,2,0,99,1,Skeleton Slayer +84,124,,,,,
22412,2,0,99,1,Skeleton Slayer +87,124,,,,,
22413,2,0,99,1,Skeleton Slayer +90,124,,,,,
22414,2,0,99,1,Ogre Slayer +9,124,,,,,
22415,2,0,99,1,Ogre Slayer +12,124,,,,,
22416,2,0,99,1,Ogre Slayer +15,124,,,,,
22417,2,0,99,1,Ogre Slayer +18,124,,,,,
22418,2,0,99,1,Ogre Slayer +21,124,,,,,
22419,2,0,99,1,Ogre Slayer +24,124,,,,,
22420,2,0,99,1,Ogre Slayer +27,124,,,,,
22421,2,0,99,1,Ogre Slayer +30,124,,,,,
22422,2,0,99,1,Ogre Slayer +33,124,,,,,
22423,2,0,99,1,Ogre Slayer +36,124,,,,,
22424,2,0,99,1,Ogre Slayer +39,124,,,,,
22425,2,0,99,1,Ogre Slayer +42,124,,,,,
22426,2,0,99,1,Ogre Slayer +45,124,,,,,
22427,2,0,99,1,Ogre Slayer +48,124,,,,,
22428,2,0,99,1,Ogre Slayer +51,124,,,,,
22429,2,0,99,1,Ogre Slayer +54,124,,,,,
22430,2,0,99,1,Ogre Slayer +57,124,,,,,
22431,2,0,99,1,Ogre Slayer +60,124,,,,,
22432,2,0,99,1,Ogre Slayer +63,124,,,,,
22433,2,0,99,1,Ogre Slayer +66,124,,,,,
22434,2,0,99,1,Ogre Slayer +69,124,,,,,
22435,2,0,99,1,Ogre Slayer +72,124,,,,,
22436,2,0,99,1,Ogre Slayer +75,124,,,,,
22437,2,0,99,1,Ogre Slayer +78,124,,,,,
22438,2,0,99,1,Ogre Slayer +81,124,,,,,
22439,2,0,99,1,Ogre Slayer +84,124,,,,,
22440,2,0,99,1,Ogre Slayer +87,124,,,,,
22441,2,0,99,1,Ogre Slayer +90,124,,,,,
22442,2,0,99,1,Giant Slayer +9,124,,,,,
22443,2,0,99,1,Giant Slayer +12,124,,,,,
22444,2,0,99,1,Giant Slayer +15,124,,,,,
22445,2,0,99,1,Giant Slayer +18,124,,,,,
22446,2,0,99,1,Giant Slayer +21,124,,,,,
22447,2,0,99,1,Giant Slayer +24,124,,,,,
22448,2,0,99,1,Giant Slayer +27,124,,,,,
22449,2,0,99,1,Giant Slayer +30,124,,,,,
22450,2,0,99,1,Giant Slayer +33,124,,,,,
22451,2,0,99,1,Giant Slayer +36,124,,,,,
22452,2,0,99,1,Giant Slayer +39,124,,,,,
22453,2,0,99,1,Giant Slayer +42,124,,,,,
22454,2,0,99,1,Giant Slayer +45,124,,,,,
22455,2,0,99,1,Giant Slayer +48,124,,,,,
22456,2,0,99,1,Giant Slayer +51,124,,,,,
22457,2,0,99,1,Giant Slayer +54,124,,,,,
22458,2,0,99,1,Giant Slayer +57,124,,,,,
22459,2,0,99,1,Giant Slayer +60,124,,,,,
22460,2,0,99,1,Giant Slayer +63,124,,,,,
22461,2,0,99,1,Giant Slayer +66,124,,,,,
22462,2,0,99,1,Giant Slayer +69,124,,,,,
22463,2,0,99,1,Giant Slayer +72,124,,,,,
22464,2,0,99,1,Giant Slayer +75,124,,,,,
22465,2,0,99,1,Giant Slayer +78,124,,,,,
22466,2,0,99,1,Giant Slayer +81,124,,,,,
22467,2,0,99,1,Giant Slayer +84,124,,,,,
22468,2,0,99,1,Giant Slayer +87,124,,,,,
22469,2,0,99,1,Giant Slayer +90,124,,,,,
22470,2,0,99,1,Cursed Slayer +9,124,,,,,
22471,2,0,99,1,Cursed Slayer +12,124,,,,,
22472,2,0,99,1,Cursed Slayer +15,124,,,,,
22473,2,0,99,1,Cursed Slayer +18,124,,,,,
22474,2,0,99,1,Cursed Slayer +21,124,,,,,
22475,2,0,99,1,Cursed Slayer +24,124,,,,,
22476,2,0,99,1,Cursed Slayer +27,124,,,,,
22477,2,0,99,1,Cursed Slayer +30,124,,,,,
22478,2,0,99,1,Cursed Slayer +33,124,,,,,
22479,2,0,99,1,Cursed Slayer +36,124,,,,,
22480,2,0,99,1,Cursed Slayer +39,124,,,,,
22481,2,0,99,1,Cursed Slayer +42,124,,,,,
22482,2,0,99,1,Cursed Slayer +45,124,,,,,
22483,2,0,99,1,Cursed Slayer +48,124,,,,,
22484,2,0,99,1,Cursed Slayer +51,124,,,,,
22485,2,0,99,1,Cursed Slayer +54,124,,,,,
22486,2,0,99,1,Cursed Slayer +57,124,,,,,
22487,2,0,99,1,Cursed Slayer +60,124,,,,,
22488,2,0,99,1,Cursed Slayer +63,124,,,,,
22489,2,0,99,1,Cursed Slayer +66,124,,,,,
22490,2,0,99,1,Cursed Slayer +69,124,,,,,
22491,2,0,99,1,Cursed Slayer +72,124,,,,,
22492,2,0,99,1,Cursed Slayer +75,124,,,,,
22493,2,0,99,1,Cursed Slayer +78,124,,,,,
22494,2,0,99,1,Cursed Slayer +81,124,,,,,
22495,2,0,99,1,Cursed Slayer +84,124,,,,,
22496,2,0,99,1,Cursed Slayer +87,124,,,,,
22497,2,0,99,1,Cursed Slayer +90,124,,,,,
22498,2,0,99,1,Beast Slayer +9,124,,,,,
22499,2,0,99,1,Beast Slayer +12,124,,,,,
22500,2,0,99,1,Beast Slayer +15,124,,,,,
22501,2,0,99,1,Beast Slayer +18,124,,,,,
22502,2,0,99,1,Beast Slayer +21,124,,,,,
22503,2,0,99,1,Beast Slayer +24,124,,,,,
22504,2,0,99,1,Beast Slayer +27,124,,,,,
22505,2,0,99,1,Beast Slayer +30,124,,,,,
22506,2,0,99,1,Beast Slayer +33,124,,,,,
22507,2,0,99,1,Beast Slayer +36,124,,,,,
22508,2,0,99,1,Beast Slayer +39,124,,,,,
22509,2,0,99,1,Beast Slayer +42,124,,,,,
22510,2,0,99,1,Beast Slayer +45,124,,,,,
22511,2,0,99,1,Beast Slayer +48,124,,,,,
22512,2,0,99,1,Beast Slayer +51,124,,,,,
22513,2,0,99,1,Beast Slayer +54,124,,,,,
22514,2,0,99,1,Beast Slayer +57,124,,,,,
22515,2,0,99,1,Beast Slayer +60,124,,,,,
22516,2,0,99,1,Beast Slayer +63,124,,,,,
22517,2,0,99,1,Beast Slayer +66,124,,,,,
22518,2,0,99,1,Beast Slayer +69,124,,,,,
22519,2,0,99,1,Beast Slayer +72,124,,,,,
22520,2,0,99,1,Beast Slayer +75,124,,,,,
22521,2,0,99,1,Beast Slayer +78,124,,,,,
22522,2,0,99,1,Beast Slayer +81,124,,,,,
22523,2,0,99,1,Beast Slayer +84,124,,,,,
22524,2,0,99,1,Beast Slayer +87,124,,,,,
22525,2,0,99,1,Beast Slayer +90,124,,,,,
22526,2,0,99,1,Corrupted Slayer +9,124,,,,,
22527,2,0,99,1,Corrupted Slayer +12,124,,,,,
22528,2,0,99,1,Corrupted Slayer +15,124,,,,,
22529,2,0,99,1,Corrupted Slayer +18,124,,,,,
22530,2,0,99,1,Corrupted Slayer +21,124,,,,,
22531,2,0,99,1,Corrupted Slayer +24,124,,,,,
22532,2,0,99,1,Corrupted Slayer +27,124,,,,,
22533,2,0,99,1,Corrupted Slayer +30,124,,,,,
22534,2,0,99,1,Corrupted Slayer +33,124,,,,,
22535,2,0,99,1,Corrupted Slayer +36,124,,,,,
22536,2,0,99,1,Corrupted Slayer +39,124,,,,,
22537,2,0,99,1,Corrupted Slayer +42,124,,,,,
22538,2,0,99,1,Corrupted Slayer +45,124,,,,,
22539,2,0,99,1,Corrupted Slayer +48,124,,,,,
22540,2,0,99,1,Corrupted Slayer +51,124,,,,,
22541,2,0,99,1,Corrupted Slayer +54,124,,,,,
22542,2,0,99,1,Corrupted Slayer +57,124,,,,,
22543,2,0,99,1,Corrupted Slayer +60,124,,,,,
22544,2,0,99,1,Corrupted Slayer +63,124,,,,,
22545,2,0,99,1,Corrupted Slayer +66,124,,,,,
22546,2,0,99,1,Corrupted Slayer +69,124,,,,,
22547,2,0,99,1,Corrupted Slayer +72,124,,,,,
22548,2,0,99,1,Corrupted Slayer +75,124,,,,,
22549,2,0,99,1,Corrupted Slayer +78,124,,,,,
22550,2,0,99,1,Corrupted Slayer +81,124,,,,,
22551,2,0,99,1,Corrupted Slayer +84,124,,,,,
22552,2,0,99,1,Corrupted Slayer +87,124,,,,,
22553,2,0,99,1,Corrupted Slayer +90,124,,,,,
22554,2,0,99,1,Human Slayer +9,124,,,,,
22555,2,0,99,1,Human Slayer +12,124,,,,,
22556,2,0,99,1,Human Slayer +15,124,,,,,
22557,2,0,99,1,Human Slayer +18,124,,,,,
22558,2,0,99,1,Human Slayer +21,124,,,,,
22559,2,0,99,1,Human Slayer +24,124,,,,,
22560,2,0,99,1,Human Slayer +27,124,,,,,
22561,2,0,99,1,Human Slayer +30,124,,,,,
22562,2,0,99,1,Human Slayer +33,124,,,,,
22563,2,0,99,1,Human Slayer +36,124,,,,,
22564,2,0,99,1,Human Slayer +39,124,,,,,
22565,2,0,99,1,Human Slayer +42,124,,,,,
22566,2,0,99,1,Human Slayer +45,124,,,,,
22567,2,0,99,1,Human Slayer +48,124,,,,,
22568,2,0,99,1,Human Slayer +51,124,,,,,
22569,2,0,99,1,Human Slayer +54,124,,,,,
22570,2,0,99,1,Human Slayer +57,124,,,,,
22571,2,0,99,1,Human Slayer +60,124,,,,,
22572,2,0,99,1,Human Slayer +63,124,,,,,
22573,2,0,99,1,Human Slayer +66,124,,,,,
22574,2,0,99,1,Human Slayer +69,124,,,,,
22575,2,0,99,1,Human Slayer +72,124,,,,,
22576,2,0,99,1,Human Slayer +75,124,,,,,
22577,2,0,99,1,Human Slayer +78,124,,,,,
22578,2,0,99,1,Human Slayer +81,124,,,,,
22579,2,0,99,1,Human Slayer +84,124,,,,,
22580,2,0,99,1,Human Slayer +87,124,,,,,
22581,2,0,99,1,Human Slayer +90,124,,,,,
22582,2,0,99,1,War-Ready Slayer +9,124,,,,,
22583,2,0,99,1,War-Ready Slayer +12,124,,,,,
22584,2,0,99,1,War-Ready Slayer +15,124,,,,,
22585,2,0,99,1,War-Ready Slayer +18,124,,,,,
22586,2,0,99,1,War-Ready Slayer +21,124,,,,,
22587,2,0,99,1,War-Ready Slayer +24,124,,,,,
22588,2,0,99,1,War-Ready Slayer +27,124,,,,,
22589,2,0,99,1,War-Ready Slayer +30,124,,,,,
22590,2,0,99,1,War-Ready Slayer +33,124,,,,,
22591,2,0,99,1,War-Ready Slayer +36,124,,,,,
22592,2,0,99,1,War-Ready Slayer +39,124,,,,,
22593,2,0,99,1,War-Ready Slayer +42,124,,,,,
22594,2,0,99,1,War-Ready Slayer +45,124,,,,,
22595,2,0,99,1,War-Ready Slayer +48,124,,,,,
22596,2,0,99,1,War-Ready Slayer +51,124,,,,,
22597,2,0,99,1,War-Ready Slayer +54,124,,,,,
22598,2,0,99,1,War-Ready Slayer +57,124,,,,,
22599,2,0,99,1,War-Ready Slayer +60,124,,,,,
22600,2,0,99,1,War-Ready Slayer +63,124,,,,,
22601,2,0,99,1,War-Ready Slayer +66,124,,,,,
22602,2,0,99,1,War-Ready Slayer +69,124,,,,,
22603,2,0,99,1,War-Ready Slayer +72,124,,,,,
22604,2,0,99,1,War-Ready Slayer +75,124,,,,,
22605,2,0,99,1,War-Ready Slayer +78,124,,,,,
22606,2,0,99,1,War-Ready Slayer +81,124,,,,,
22607,2,0,99,1,War-Ready Slayer +84,124,,,,,
22608,2,0,99,1,War-Ready Slayer +87,124,,,,,
22609,2,0,99,1,War-Ready Slayer +90,124,,,,,
22610,2,0,99,1,Golem Slayer +9,124,,,,,
22611,2,0,99,1,Golem Slayer +12,124,,,,,
22612,2,0,99,1,Golem Slayer +15,124,,,,,
22613,2,0,99,1,Golem Slayer +18,124,,,,,
22614,2,0,99,1,Golem Slayer +21,124,,,,,
22615,2,0,99,1,Golem Slayer +24,124,,,,,
22616,2,0,99,1,Golem Slayer +27,124,,,,,
22617,2,0,99,1,Golem Slayer +30,124,,,,,
22618,2,0,99,1,Golem Slayer +33,124,,,,,
22619,2,0,99,1,Golem Slayer +36,124,,,,,
22620,2,0,99,1,Golem Slayer +39,124,,,,,
22621,2,0,99,1,Golem Slayer +42,124,,,,,
22622,2,0,99,1,Golem Slayer +45,124,,,,,
22623,2,0,99,1,Golem Slayer +48,124,,,,,
22624,2,0,99,1,Golem Slayer +51,124,,,,,
22625,2,0,99,1,Golem Slayer +54,124,,,,,
22626,2,0,99,1,Golem Slayer +57,124,,,,,
22627,2,0,99,1,Golem Slayer +60,124,,,,,
22628,2,0,99,1,Golem Slayer +63,124,,,,,
22629,2,0,99,1,Golem Slayer +66,124,,,,,
22630,2,0,99,1,Golem Slayer +69,124,,,,,
22631,2,0,99,1,Golem Slayer +72,124,,,,,
22632,2,0,99,1,Golem Slayer +75,124,,,,,
22633,2,0,99,1,Golem Slayer +78,124,,,,,
22634,2,0,99,1,Golem Slayer +81,124,,,,,
22635,2,0,99,1,Golem Slayer +84,124,,,,,
22636,2,0,99,1,Golem Slayer +87,124,,,,,
22637,2,0,99,1,Golem Slayer +90,124,,,,,
22638,2,0,99,1,Formless Slayer +9,124,,,,,
22639,2,0,99,1,Formless Slayer +12,124,,,,,
22640,2,0,99,1,Formless Slayer +15,124,,,,,
22641,2,0,99,1,Formless Slayer +18,124,,,,,
22642,2,0,99,1,Formless Slayer +21,124,,,,,
22643,2,0,99,1,Formless Slayer +24,124,,,,,
22644,2,0,99,1,Formless Slayer +27,124,,,,,
22645,2,0,99,1,Formless Slayer +30,124,,,,,
22646,2,0,99,1,Formless Slayer +33,124,,,,,
22647,2,0,99,1,Formless Slayer +36,124,,,,,
22648,2,0,99,1,Formless Slayer +39,124,,,,,
22649,2,0,99,1,Formless Slayer +42,124,,,,,
22650,2,0,99,1,Formless Slayer +45,124,,,,,
22651,2,0,99,1,Formless Slayer +48,124,,,,,
22652,2,0,99,1,Formless Slayer +51,124,,,,,
22653,2,0,99,1,Formless Slayer +54,124,,,,,
22654,2,0,99,1,Formless Slayer +57,124,,,,,
22655,2,0,99,1,Formless Slayer +60,124,,,,,
22656,2,0,99,1,Formless Slayer +63,124,,,,,
22657,2,0,99,1,Formless Slayer +66,124,,,,,
22658,2,0,99,1,Formless Slayer +69,124,,,,,
22659,2,0,99,1,Formless Slayer +72,124,,,,,
22660,2,0,99,1,Formless Slayer +75,124,,,,,
22661,2,0,99,1,Formless Slayer +78,124,,,,,
22662,2,0,99,1,Formless Slayer +81,124,,,,,
22663,2,0,99,1,Formless Slayer +84,124,,,,,
22664,2,0,99,1,Formless Slayer +87,124,,,,,
22665,2,0,99,1,Formless Slayer +90,124,,,,,
22666,2,0,99,1,Undead Slayer +9,124,,,,,
22667,2,0,99,1,Undead Slayer +12,124,,,,,
22668,2,0,99,1,Undead Slayer +15,124,,,,,
